Project_ID,Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level,Total_Tasks,Completion_Percentage,Completed_Tasks,Pending_Tasks,Overdue_Tasks,Delay_Percentage,Average_Delay_Days,Employee_Workload,Estimated_Effort_Hours,Actual_Effort_Hours,Project_Progress
PROJ_1560,Marketing,5,532995.23,11,4.5,4,Agile,Senior,3,1,3.14,Initiation,Stable,0.15,0.91,3,6.1,Critical,Familiar,3,Medium,0.02,1.01,Strong,Mixed,0.47,7.86,0.46,Low,0.78,1,0.79,0.0,Senior PM,Managed,Strict,Moderate,,Time & Materials,Medium,High,Regular,Formal,Formal,Fully Remote,Excellent,1,2,1.0,Medium,30,83,24,6,1,29.85,3,Low,1760,2285,In Progress
PROJ_1561,Construction,27,1500069.53,19,4.81,16,Waterfall,Expert,6,1,3.76,Initiation,Moderate,0.06,0.58,1,4.84,Low,Familiar,4,Low,0.0,1.3,Weak,Government,0.58,7.16,0.43,Medium,1.04,2,0.68,0.0,Senior PM,Optimizing,Medium,Poor,,Hybrid,High,Stable,Occasional,Formal,Formal,Hybrid,Good,3,7,1.0,High,162,36,58,104,5,7.02,3,High,3040,3253,In Progress
PROJ_1562,IT,16,1025799.1,20,7.61,8,Agile,Mixed,0,2,0.85,Execution,Stable,0.49,0.64,3,4.67,Critical,Familiar,3,Low,0.0,0.83,Moderate,Internal,0.08,7.39,0.82,Low,0.05,4,0.93,0.12,Senior PM,Managed,High,Limited,Mixed,Time & Materials,High,Moderate,Regular,Formal,Formal,Fully Colocated,Basic,9,4,1.0,High,112,63,70,42,2,2.58,0,Low,3200,3282,In Progress
PROJ_1563,R&D,22,2017695.5,26,10.0,15,Agile,Junior,4,7,0.61,Initiation,Moderate,0.68,0.65,0,1.45,Low,Familiar,4,High,0.0,0.75,Strong,Internal,0.73,2.09,0.49,High,0.24,4,0.81,0.0,Mid-level PM,Defined,Strict,Moderate,,Cost-Plus,Medium,Extreme,Occasional,Formal,Basic,Partially Colocated,Good,1,1,1.0,Critical,154,59,90,64,5,23.11,2,Medium,4160,5121,In Progress
PROJ_1564,IT,2,334512.99,7,3.52,9,Agile,Senior,5,1,1.59,Monitoring,Volatile,0.08,0.45,3,2.44,High,Expert,5,High,0.2,1.06,Strong,Internal,0.2,6.62,1.0,Critical,0.77,6,0.79,0.12,Senior PM,Managed,Low,Poor,Legacy/Unstable,Time & Materials,Medium,Moderate,First-time,Formal,Basic,Partially Colocated,Good,5,1,1.0,Medium,10,44,4,6,5,14.31,2,High,1120,1280,In Progress
PROJ_1565,Construction,44,2522456.11,32,6.73,20,Waterfall,Junior,2,4,0.27,Initiation,Moderate,0.53,0.55,0,6.48,Medium,Familiar,4,Low,0.0,0.89,Moderate,External,0.43,2.14,0.85,Critical,0.51,2,0.72,0.0,Junior PM,Defined,Medium,Moderate,,Fixed-Price,Medium,Moderate,Regular,Basic,Basic,Partially Colocated,Basic,3,12,1.0,High,264,94,248,16,0,11.02,12,High,5120,5684,Completed
PROJ_1566,Healthcare,12,586552.12,10,3.28,8,Waterfall,Senior,6,1,2.75,Planning,Volatile,0.33,0.51,2,6.75,Medium,Familiar,3,Medium,0.0,0.88,Moderate,Internal,0.37,7.42,0.77,Critical,1.36,1,0.54,0.0,Mid-level PM,Managed,High,Poor,,Time & Materials,Low,Moderate,Regular,Formal,Advanced,Hybrid,Excellent,12,3,1.0,Medium,72,34,24,48,2,32.29,13,Low,1600,2116,In Progress
PROJ_1567,Construction,34,2510704.33,25,6.31,17,Hybrid,Mixed,1,5,0.59,Initiation,Stable,0.14,0.66,3,3.23,Critical,Familiar,2,High,0.0,0.6,Weak,Internal,0.49,3.23,0.6,Medium,3.77,5,0.87,0.0,Senior PM,Managed,Medium,Excellent,,Time & Materials,High,Moderate,Strategic,Basic,Advanced,Hybrid,Basic,5,6,1.0,Low,136,37,50,86,7,14.68,0,High,4000,4587,In Progress
PROJ_1568,IT,12,1039892.93,20,8.44,11,Scrum,Mixed,3,6,1.82,Planning,Volatile,0.34,0.43,0,2.97,Critical,Familiar,5,Excellent,0.05,0.82,Moderate,Mixed,0.06,6.84,0.65,Medium,0.08,7,0.79,0.95,Certified PM,Optimizing,High,Poor,Modern/Stable,Fixed-Price,Low,Moderate,Occasional,Advanced,,Partially Colocated,Basic,5,1,1.0,Medium,84,24,20,64,7,12.68,12,High,3200,3605,Not Started
PROJ_1569,Manufacturing,7,626091.19,10,5.08,9,Agile,Mixed,3,1,1.51,Closure,Stable,0.27,0.81,1,1.84,Low,Familiar,4,Medium,0.21,1.13,Moderate,Internal,0.45,6.79,0.49,Medium,0.95,5,0.72,0.0,Certified PM,Managed,Strict,Limited,,Hybrid,High,Stable,Regular,,,Hybrid,Basic,1,2,1.0,Medium,42,13,5,37,0,34.0,8,Low,1600,2144,Not Started
PROJ_1570,Manufacturing,14,655317.73,15,5.27,9,Waterfall,Mixed,2,2,1.69,Monitoring,Volatile,0.57,0.69,2,1.63,Low,Expert,3,Poor,0.0,1.2,Weak,External,0.03,7.92,0.34,High,2.09,6,0.91,0.0,Mid-level PM,Optimizing,Medium,Moderate,,Hybrid,Low,Stable,First-time,Advanced,Advanced,Fully Remote,Excellent,8,1,1.0,Medium,70,82,57,13,4,33.85,10,Medium,2400,3212,In Progress
PROJ_1571,Marketing,12,858794.95,15,5.7,10,Hybrid,Mixed,0,4,0.52,Planning,Stable,0.22,0.52,0,2.34,High,Familiar,1,Poor,0.0,0.82,Moderate,External,0.19,8.74,0.36,Critical,1.49,4,0.8,0.0,Junior PM,Ad-hoc,High,Moderate,,Time & Materials,Medium,Moderate,Occasional,,Basic,Hybrid,Basic,4,3,1.0,High,60,36,21,39,6,14.25,0,Medium,2400,2742,In Progress
PROJ_1572,IT,8,648081.87,14,6.67,5,Kanban,Senior,3,3,2.69,Execution,Moderate,0.14,0.79,4,1.53,High,Expert,1,Excellent,0.16,0.87,Strong,External,0.78,4.04,0.68,Critical,0.09,2,0.9,0.54,Senior PM,Managed,High,Moderate,Mixed,Fixed-Price,Low,High,Occasional,Formal,Advanced,Fully Remote,Basic,4,6,1.0,Low,56,35,19,37,7,33.3,8,Low,2240,2985,In Progress
PROJ_1573,R&D,12,1206338.51,19,6.81,14,Agile,Mixed,1,3,1.01,Initiation,Moderate,0.37,0.55,1,3.57,Critical,New,4,Medium,0.0,1.0,Moderate,Internal,0.74,6.82,0.54,High,0.06,3,0.53,0.0,Mid-level PM,Defined,High,Limited,,Cost-Plus,High,Moderate,Regular,Basic,Basic,Partially Colocated,Basic,2,3,1.0,Critical,60,28,16,44,5,34.03,0,Medium,3040,4074,Not Started
PROJ_1574,IT,11,643677.92,12,6.15,10,Agile,Senior,3,5,1.25,Initiation,Moderate,0.12,0.76,0,2.49,Medium,Expert,5,High,0.22,0.86,Moderate,Internal,0.98,1.96,0.84,High,0.73,6,0.91,0.71,Mid-level PM,Optimizing,High,Limited,Modern/Stable,Hybrid,Low,High,Occasional,Formal,Basic,Partially Colocated,Poor,3,3,1.0,Low,55,26,14,41,4,16.96,1,Medium,1920,2245,Not Started
PROJ_1575,R&D,14,1469974.33,22,10.0,13,Agile,Senior,3,4,3.2,Closure,Moderate,0.38,0.77,3,2.9,Medium,New,5,Low,0.12,1.02,Weak,External,0.29,5.47,0.66,Low,0.29,5,0.55,0.0,Mid-level PM,Managed,Medium,Good,,Time & Materials,High,High,Occasional,,Formal,Fully Colocated,Basic,3,7,1.0,Critical,98,52,50,48,7,2.66,1,Medium,3520,3613,In Progress
PROJ_1576,Construction,19,840253.44,15,4.67,9,Waterfall,Expert,5,2,1.03,Monitoring,Moderate,0.34,0.75,1,3.7,Medium,Familiar,1,Excellent,0.0,1.11,Moderate,Mixed,0.45,7.57,0.73,Critical,0.74,7,0.85,0.0,Mid-level PM,Managed,Medium,Good,,Cost-Plus,Medium,Stable,First-time,,Basic,Partially Colocated,Basic,11,2,1.0,Medium,114,50,57,57,2,0.06,13,High,2400,2401,In Progress
PROJ_1577,Construction,36,2221907.16,29,6.39,17,Waterfall,Senior,4,3,1.45,Initiation,Volatile,0.09,0.69,0,2.26,Low,Expert,2,Poor,0.0,0.82,Moderate,Internal,0.23,2.18,0.35,Medium,0.2,3,0.87,0.0,Senior PM,Ad-hoc,High,Limited,,Hybrid,Medium,Moderate,Regular,,Basic,Hybrid,Good,9,5,1.0,High,216,51,110,106,5,20.93,5,High,4640,5611,In Progress
PROJ_1578,IT,6,736063.16,12,5.98,7,Scrum,Junior,1,3,0.87,Closure,Moderate,0.42,0.79,3,6.41,Medium,Familiar,1,Poor,0.2,1.09,Weak,Internal,0.87,8.36,0.52,Medium,0.8,5,0.74,0.82,Certified PM,Optimizing,High,Limited,Mixed,Cost-Plus,Medium,Extreme,Occasional,Advanced,Formal,Fully Colocated,Good,9,3,1.0,Medium,30,59,17,13,6,13.76,6,High,1920,2184,In Progress
PROJ_1579,Marketing,4,473442.47,6,2.75,4,Waterfall,Senior,5,3,0.93,Execution,Stable,0.42,0.52,0,1.93,Low,Expert,3,Medium,0.13,1.27,Moderate,Internal,0.54,4.83,0.73,Low,0.56,6,0.72,0.0,Senior PM,Ad-hoc,High,Limited,,Cost-Plus,Low,Stable,Occasional,,Basic,Partially Colocated,Poor,12,2,1.1,High,20,93,18,2,4,39.89,10,Medium,960,1342,Completed
PROJ_1580,IT,9,632850.94,7,4.28,8,Scrum,Senior,2,2,1.6,Monitoring,Stable,0.28,0.51,1,4.41,Low,Familiar,4,Low,0.35,0.78,Moderate,External,0.39,9.25,0.34,Critical,1.27,4,0.62,0.22,Mid-level PM,Optimizing,Strict,Limited,Mixed,Fixed-Price,Low,Stable,Occasional,Advanced,Formal,Fully Remote,Basic,6,2,1.0,Medium,54,49,26,28,7,30.9,0,High,1120,1466,In Progress
PROJ_1581,IT,11,1022476.03,17,8.53,12,Agile,Junior,2,6,1.98,Monitoring,Volatile,0.12,0.94,1,3.16,Low,Expert,1,Low,0.2,1.2,Moderate,Internal,0.87,1.54,0.37,Low,0.27,3,0.81,0.39,Junior PM,Ad-hoc,Strict,Excellent,Mixed,Hybrid,Medium,High,Occasional,,,Partially Colocated,Poor,1,2,1.0,Critical,77,48,36,41,7,30.45,2,Medium,2720,3548,In Progress
PROJ_1582,Marketing,11,990313.6,15,5.18,13,Kanban,Expert,4,3,1.12,Closure,Volatile,0.27,0.71,2,3.63,High,Expert,2,Low,0.0,0.73,Moderate,Mixed,0.67,9.87,0.7,Medium,4.64,4,0.84,0.0,Mid-level PM,Optimizing,Medium,Moderate,,Hybrid,Medium,Extreme,Regular,Advanced,Advanced,Fully Remote,Excellent,9,6,1.0,Low,55,32,17,38,3,38.21,1,Low,2400,3317,In Progress
PROJ_1583,IT,12,1346368.06,18,7.23,9,Scrum,Mixed,1,4,1.89,Closure,Moderate,0.6,0.9,0,1.27,High,New,4,Excellent,0.0,0.8,Moderate,External,0.75,7.94,0.59,Medium,1.08,5,0.84,0.41,Mid-level PM,Defined,Medium,Moderate,Modern/Stable,Time & Materials,Low,High,Strategic,Formal,Basic,Hybrid,Good,9,2,1.0,Medium,48,61,29,19,7,35.51,7,Medium,2880,3902,In Progress
PROJ_1584,R&D,20,1579930.34,19,7.71,11,Agile,Senior,1,3,1.16,Closure,Moderate,0.11,0.61,0,0.68,Low,New,5,Low,0.01,0.86,Moderate,External,0.75,5.15,0.8,Critical,0.64,7,0.75,0.0,Senior PM,Managed,Medium,Poor,,Fixed-Price,High,Stable,Regular,Formal,Formal,Fully Colocated,Excellent,2,6,1.0,High,140,56,78,62,1,12.73,8,High,3040,3426,In Progress
PROJ_1585,IT,13,981502.03,13,6.15,12,Scrum,Mixed,1,2,0.89,Initiation,Moderate,0.46,0.73,4,5.97,Critical,Familiar,4,Low,0.15,0.65,Weak,External,0.34,7.96,0.57,Medium,0.27,5,0.97,0.88,Senior PM,Managed,Strict,Poor,Modern/Stable,Fixed-Price,Low,High,Strategic,Basic,Formal,Fully Remote,Good,11,4,1.1,High,65,72,46,19,5,6.64,12,Medium,2080,2218,In Progress
PROJ_1586,IT,9,1011282.63,14,6.24,8,Agile,Senior,3,4,0.48,Monitoring,Moderate,0.4,0.66,0,3.78,Low,Familiar,2,Excellent,0.1,0.68,Strong,Mixed,0.07,5.3,0.9,Low,1.14,4,0.85,0.73,Mid-level PM,Managed,High,Moderate,Mixed,Time & Materials,Low,Stable,Strategic,Basic,Formal,Partially Colocated,Good,4,2,1.0,Low,45,78,35,10,6,29.84,1,High,2240,2908,In Progress
PROJ_1587,IT,19,1371308.21,20,7.09,16,Agile,Junior,0,4,0.35,Monitoring,Volatile,0.23,0.96,1,4.58,High,Familiar,4,Poor,0.0,1.04,Strong,External,0.31,6.05,0.33,Low,0.41,3,0.86,0.81,Junior PM,Defined,Medium,Moderate,Mixed,Fixed-Price,Low,High,Strategic,Formal,Formal,Hybrid,Basic,9,2,1.0,High,76,52,39,37,1,15.13,1,High,3200,3684,In Progress
PROJ_1588,Marketing,2,291120.38,5,3.28,4,Scrum,Senior,0,1,1.73,Monitoring,Volatile,0.11,0.85,2,3.91,High,Familiar,3,Excellent,0.39,0.97,Weak,Internal,0.81,5.59,0.37,Low,0.52,1,0.56,0.0,Mid-level PM,Managed,Medium,Moderate,,Fixed-Price,Low,Moderate,First-time,Basic,Basic,Fully Colocated,Basic,2,1,1.0,High,8,57,4,4,0,18.93,9,Low,800,951,In Progress
PROJ_1589,Manufacturing,11,711277.02,11,4.22,8,Waterfall,Senior,1,3,0.54,Closure,Moderate,0.28,0.39,2,6.67,High,Expert,5,Excellent,0.0,0.76,Moderate,Government,0.71,2.32,0.79,High,0.92,3,0.58,0.0,Mid-level PM,Defined,Medium,Moderate,,Hybrid,Low,Stable,Occasional,Basic,Formal,Hybrid,Excellent,11,3,1.0,Low,66,43,28,38,4,25.22,14,Low,1760,2203,In Progress
PROJ_1590,Construction,33,2454802.55,21,4.83,18,Hybrid,Junior,3,2,2.16,Closure,Moderate,0.52,0.79,4,2.22,Medium,Familiar,5,High,0.0,0.86,Weak,External,0.99,8.35,0.74,Critical,0.92,3,0.61,0.0,Mid-level PM,Defined,Low,Poor,,Fixed-Price,Medium,High,Strategic,Basic,Formal,Fully Remote,Excellent,3,2,1.0,High,231,49,113,118,7,36.31,8,High,3360,4580,In Progress
PROJ_1591,Construction,20,1094304.11,13,4.02,12,Waterfall,Senior,4,3,1.05,Planning,Stable,0.21,0.7,4,5.94,Low,Expert,3,High,0.0,0.61,Weak,Internal,0.43,1.55,0.33,High,0.13,1,0.55,0.0,Mid-level PM,Managed,Strict,Moderate,,Time & Materials,Medium,Stable,Occasional,Formal,Formal,Fully Remote,Excellent,10,1,1.0,Medium,140,84,117,23,0,16.76,13,Medium,2080,2428,In Progress
PROJ_1592,IT,8,641058.61,14,6.84,10,Agile,Mixed,1,2,2.0,Monitoring,Stable,0.38,0.81,5,4.78,High,Familiar,1,Excellent,0.18,0.93,Moderate,Mixed,0.7,9.73,0.58,Medium,0.26,0,0.95,0.22,Mid-level PM,Managed,High,Excellent,Mixed,Time & Materials,Medium,High,Occasional,,Formal,Fully Colocated,Basic,1,4,1.0,Low,48,70,33,15,6,31.33,3,Low,2240,2941,In Progress
PROJ_1593,Marketing,4,475359.8,11,4.84,9,Agile,Mixed,0,2,0.4,Initiation,Volatile,0.2,0.55,2,5.16,Low,Familiar,4,Low,0.09,1.07,Strong,Internal,0.04,6.52,0.71,Low,0.25,0,0.72,0.0,Mid-level PM,Defined,High,Good,,Cost-Plus,Medium,High,First-time,,Basic,Fully Remote,Excellent,1,3,1.0,High,28,59,16,12,5,10.73,4,Low,1760,1948,In Progress
PROJ_1594,Construction,38,2244476.65,33,8.89,19,Waterfall,Senior,2,5,1.26,Initiation,Moderate,0.54,0.56,2,1.38,Medium,New,1,Poor,0.0,0.97,Moderate,Mixed,0.31,2.82,0.84,Medium,2.16,4,0.61,0.0,Senior PM,Managed,Medium,Moderate,,Hybrid,Medium,High,Occasional,Basic,Formal,Fully Remote,Excellent,3,10,1.0,Critical,266,76,202,64,1,27.92,12,High,5280,6754,In Progress
PROJ_1595,Marketing,11,715732.6,13,4.64,9,Kanban,Expert,4,1,0.62,Execution,Moderate,0.11,0.6,2,10.0,High,Expert,3,High,0.0,0.84,Moderate,External,0.26,7.95,0.82,High,2.19,7,0.74,0.0,Certified PM,Managed,High,Excellent,,Fixed-Price,Low,Moderate,Strategic,Basic,Formal,Hybrid,Excellent,4,5,1.0,Low,77,71,54,23,1,0.06,10,Medium,2080,2081,In Progress
PROJ_1596,Marketing,5,516429.92,12,3.99,8,Kanban,Mixed,1,2,0.6,Execution,Stable,0.47,0.79,1,4.47,Critical,New,4,High,0.0,0.96,Moderate,Internal,0.27,7.15,0.33,Low,0.39,7,0.68,0.0,Mid-level PM,Managed,Low,Excellent,,Fixed-Price,High,Moderate,First-time,Basic,Formal,Hybrid,Good,1,1,1.0,High,35,67,23,12,4,34.86,8,Low,1920,2589,In Progress
PROJ_1597,IT,12,795356.08,17,8.66,8,Agile,Mixed,0,3,1.08,Closure,Moderate,0.33,0.74,1,6.77,Medium,Familiar,4,Poor,0.21,0.79,Weak,External,0.67,1.41,0.7,Medium,0.48,3,0.83,0.11,Mid-level PM,Managed,Medium,Good,Mixed,Fixed-Price,High,Moderate,First-time,Formal,Formal,Hybrid,Poor,12,1,1.1,High,84,42,35,49,5,1.22,5,Low,2720,2753,In Progress
PROJ_1598,Manufacturing,19,766444.35,16,5.49,10,Waterfall,Mixed,1,3,1.93,Monitoring,Moderate,0.38,0.88,3,1.95,Critical,New,2,Poor,0.0,0.95,Moderate,External,0.55,1.23,0.3,High,2.04,4,0.53,0.0,Senior PM,Ad-hoc,Medium,Limited,,Fixed-Price,High,Moderate,Regular,Basic,Basic,Fully Remote,Good,2,5,1.0,Critical,76,84,63,13,7,28.51,9,Medium,2560,3289,In Progress
PROJ_1599,R&D,23,2344013.76,23,8.45,22,Agile,Senior,3,6,1.7,Monitoring,Moderate,0.2,0.75,3,1.81,Medium,New,3,High,0.0,0.66,Moderate,Mixed,0.64,6.42,0.77,Low,1.29,1,0.81,0.0,Mid-level PM,Defined,Low,Moderate,,Time & Materials,Medium,High,Strategic,Basic,Formal,Partially Colocated,Poor,9,4,1.0,Medium,161,25,40,121,3,1.85,11,Low,3680,3748,Not Started
PROJ_1600,IT,12,731788.25,18,8.41,8,Scrum,Mixed,3,5,0.4,Initiation,Stable,0.27,0.92,2,5.83,Low,New,3,Medium,0.14,0.71,Weak,External,0.4,9.07,0.95,Low,0.95,3,0.96,0.97,Mid-level PM,Defined,High,Limited,Mixed,Fixed-Price,Medium,High,First-time,Formal,Basic,Partially Colocated,Basic,3,1,1.0,High,48,91,43,5,3,10.65,8,Medium,2880,3186,Completed
PROJ_1601,Construction,34,2449236.96,26,6.0,18,Hybrid,Mixed,2,3,0.84,Closure,Moderate,0.45,0.92,1,1.87,Low,New,3,Excellent,0.0,1.29,Strong,External,0.59,2.83,0.74,High,3.03,6,0.84,0.0,Mid-level PM,Managed,Low,Good,,Fixed-Price,High,Moderate,Strategic,Basic,Formal,Fully Remote,Basic,2,5,1.0,Medium,238,57,135,103,4,19.89,8,High,4160,4987,In Progress
PROJ_1602,Marketing,7,460223.07,8,5.25,4,Scrum,Expert,3,1,1.6,Planning,Volatile,0.4,0.85,1,2.92,Medium,Familiar,4,High,0.39,1.11,Strong,Internal,0.04,9.69,0.54,High,2.59,5,0.86,0.0,Certified PM,Managed,Medium,Excellent,,Hybrid,Low,Moderate,First-time,,Advanced,Hybrid,Excellent,6,3,1.0,Low,42,19,7,35,5,16.8,6,Low,1280,1495,Not Started
PROJ_1603,Construction,18,921951.92,17,5.54,11,Waterfall,Senior,2,2,0.97,Initiation,Stable,0.28,0.72,0,1.5,High,Expert,2,Poor,0.0,1.2,Moderate,Government,0.75,2.35,0.7,Critical,2.63,6,0.71,0.0,Junior PM,Managed,High,Good,,Fixed-Price,Low,Stable,First-time,,Formal,Fully Remote,Good,5,1,1.0,Critical,90,91,81,9,4,7.67,13,High,2720,2928,Completed
PROJ_1604,IT,13,1413472.75,26,9.44,12,Kanban,Senior,4,4,1.41,Closure,Stable,0.42,0.68,1,4.64,Critical,Expert,3,Medium,0.0,1.18,Strong,External,0.95,3.41,0.57,Critical,0.42,7,0.84,0.57,Senior PM,Defined,High,Poor,Legacy/Unstable,Fixed-Price,Low,Extreme,Regular,Basic,Formal,Fully Colocated,Basic,12,1,1.1,High,52,47,24,28,5,13.35,11,Medium,4160,4715,In Progress
PROJ_1605,R&D,22,2045649.87,23,9.36,18,Agile,Mixed,1,5,2.03,Execution,Moderate,0.48,0.87,2,1.7,High,New,1,Low,0.02,0.8,Moderate,Mixed,0.01,9.03,0.48,Critical,0.32,1,0.95,0.0,Mid-level PM,Optimizing,Low,Moderate,,Fixed-Price,Medium,Moderate,Regular,Basic,Advanced,Fully Remote,Basic,10,7,1.0,Critical,154,28,43,111,6,29.11,9,High,3680,4751,Not Started
PROJ_1606,Healthcare,7,463397.85,8,2.59,9,Scrum,Senior,1,3,0.32,Execution,Stable,0.33,0.96,4,4.45,Low,Expert,3,Excellent,0.0,1.14,Moderate,Internal,0.47,3.69,0.52,Low,0.2,0,0.9,0.0,Mid-level PM,Managed,High,Excellent,,Fixed-Price,High,Moderate,Strategic,Formal,Basic,Partially Colocated,Excellent,1,1,1.0,Low,42,45,18,24,6,26.77,8,High,1280,1622,In Progress
PROJ_1607,Marketing,6,470856.56,11,4.37,9,Kanban,Junior,0,2,1.63,Planning,Stable,0.28,0.41,2,3.37,Medium,Familiar,3,Low,0.0,1.21,Strong,Mixed,0.28,4.99,0.85,Medium,0.58,5,0.9,0.0,Junior PM,Managed,Medium,Poor,,Cost-Plus,High,High,First-time,Basic,,Fully Colocated,Basic,12,1,1.1,High,30,68,20,10,0,2.87,4,High,1760,1810,In Progress
PROJ_1608,Healthcare,10,547489.18,14,6.34,10,Hybrid,Junior,2,3,1.1,Planning,Stable,0.41,0.97,0,3.5,Critical,New,5,High,0.12,0.82,Moderate,Government,0.23,6.81,0.9,High,1.3,0,0.83,0.0,Junior PM,Defined,High,Excellent,,Fixed-Price,Medium,Moderate,First-time,Basic,Formal,Fully Remote,Basic,1,6,1.0,High,40,72,28,12,7,29.89,4,Medium,2240,2909,In Progress
PROJ_1609,Construction,22,1084151.38,17,5.17,9,Waterfall,Senior,2,4,2.02,Closure,Moderate,0.19,0.63,1,1.09,High,New,1,Medium,0.0,1.05,Strong,External,0.08,3.33,0.77,Medium,0.8,6,0.82,0.0,Mid-level PM,Defined,Low,Good,,Fixed-Price,Medium,Stable,Occasional,Formal,Basic,Fully Colocated,Poor,5,4,1.0,Low,110,86,94,16,4,2.12,11,Medium,2720,2777,In Progress
PROJ_1610,Healthcare,14,922161.26,15,4.2,11,Hybrid,Senior,2,1,1.56,Closure,Moderate,0.23,0.42,2,3.28,Low,Expert,1,Medium,0.0,1.03,Moderate,External,0.45,5.31,0.4,High,0.27,0,0.86,0.0,Mid-level PM,Managed,Medium,Good,,Fixed-Price,Low,Moderate,Regular,,Basic,Fully Remote,Basic,9,4,1.0,Low,84,55,46,38,7,21.72,7,Medium,2400,2921,In Progress
PROJ_1611,Marketing,9,364118.0,7,3.52,7,Waterfall,Senior,5,2,0.4,Closure,Volatile,0.14,0.87,0,4.64,Low,Expert,1,Poor,0.2,1.23,Weak,Internal,0.9,2.06,1.0,Critical,1.58,4,0.88,0.0,Junior PM,Ad-hoc,Medium,Poor,,Hybrid,Medium,Stable,Occasional,,,Fully Remote,Basic,1,1,1.0,High,36,12,4,32,5,10.4,9,Medium,1120,1236,Not Started
PROJ_1612,Healthcare,2,576348.06,6,3.06,8,Agile,Junior,2,1,0.69,Planning,Volatile,0.54,0.85,1,1.26,Low,Familiar,3,Poor,0.22,0.9,Strong,Government,0.87,8.78,0.92,Low,0.46,0,0.79,0.0,Mid-level PM,Defined,Low,Limited,,Time & Materials,Low,Stable,Strategic,,Basic,Fully Remote,Basic,12,2,1.0,Medium,10,83,8,2,3,23.51,3,Medium,960,1185,In Progress
PROJ_1613,IT,2,415931.41,6,3.2,9,Scrum,Mixed,1,2,1.31,Initiation,Volatile,0.27,0.76,0,2.21,Medium,Expert,2,Medium,0.25,0.88,Moderate,Government,0.42,6.78,0.41,High,1.14,5,0.93,0.56,Senior PM,Managed,High,Poor,Mixed,Cost-Plus,Medium,Stable,Regular,Advanced,Formal,Partially Colocated,Poor,5,1,1.0,Medium,14,74,10,4,7,10.45,8,Low,960,1060,In Progress
PROJ_1614,R&D,20,1736115.52,27,10.0,15,Agile,Senior,4,4,0.79,Initiation,Moderate,0.05,0.68,1,2.39,Low,New,5,High,0.0,1.21,Moderate,External,0.04,6.04,0.88,Critical,2.13,7,0.96,0.0,Senior PM,Managed,Low,Excellent,,Cost-Plus,High,High,Occasional,Formal,,Partially Colocated,Good,7,4,1.0,High,80,17,13,67,5,39.4,6,Low,4320,6022,Not Started
PROJ_1615,Marketing,11,472270.61,14,5.55,5,Hybrid,Senior,4,2,0.83,Planning,Moderate,0.19,0.72,1,6.05,Critical,New,2,Poor,0.0,1.11,Moderate,Internal,0.24,6.49,0.99,Medium,0.44,3,0.51,0.0,Junior PM,Managed,Strict,Limited,,Time & Materials,Medium,Extreme,First-time,Basic,Formal,Fully Remote,Poor,10,1,1.1,Critical,55,60,33,22,6,12.39,6,Low,2240,2517,In Progress
PROJ_1616,IT,6,629787.06,10,4.7,11,Agile,Senior,3,4,2.63,Planning,Moderate,0.02,0.83,2,1.72,Critical,Expert,2,High,0.15,0.85,Moderate,Mixed,0.91,7.99,0.41,Medium,1.04,4,0.9,0.25,Junior PM,Defined,High,Good,Mixed,Hybrid,Medium,Moderate,First-time,Basic,Basic,Fully Remote,Basic,5,3,1.0,High,36,90,32,4,5,9.68,12,High,1600,1754,In Progress
PROJ_1617,Manufacturing,21,805563.82,18,6.31,10,Waterfall,Senior,2,4,0.56,Monitoring,Volatile,0.08,0.88,0,2.07,Critical,New,5,High,0.0,1.1,Weak,Internal,0.18,3.23,0.6,Low,1.07,7,0.76,0.0,Senior PM,Ad-hoc,Medium,Good,,Time & Materials,High,Moderate,Regular,Basic,,Partially Colocated,Basic,11,1,1.0,Critical,126,82,103,23,4,11.14,14,High,2880,3200,In Progress
PROJ_1618,Marketing,20,1464545.63,22,8.26,14,Scrum,Senior,3,5,3.65,Execution,Moderate,0.19,0.91,1,4.89,High,Familiar,2,Excellent,0.0,1.1,Strong,External,0.92,6.93,0.57,Medium,0.8,5,0.41,0.0,Junior PM,Ad-hoc,Medium,Excellent,,Fixed-Price,Medium,High,Strategic,,,Hybrid,Basic,5,6,1.0,Critical,80,15,12,68,0,35.86,2,Medium,3520,4782,Not Started
